3.924880,7.363412,7.073915,A
7.739460,6.453360,8.066205,B
6.379217,9.061654,9.002781,B
6.397573,7.974984,6.075531,B
5.764744,7.421517,6.282761,A
9.138295,8.675697,8.947702,C
4.811593,6.730988,6.469683,A
5.189073,6.582152,8.356661,A
5.012552,8.219790,8.390992,B
3.894978,8.661010,7.835112,A
7.119228,7.412406,7.547379,B
8.775777,8.302871,9.366378,C
7.238330,7.705394,7.265965,B
6.862501,7.904759,8.723841,B
6.922217,6.262191,8.446487,B
7.172598,6.400599,7.883062,B
7.064098,6.829678,8.458704,B
6.575801,7.847759,8.440810,B
5.227711,6.352835,7.023711,A
9.224716,9.655787,8.806038,C
5.022727,8.075476,7.923591,A
6.386305,8.088024,6.530040,B
8.572316,7.095323,7.903844,C
3.694250,6.911933,6.476613,A
6.788604,8.013268,8.332471,B
5.811891,5.639476,7.134148,A
9.711864,9.323920,8.104388,C
4.523509,8.130132,8.526008,A
9.291631,8.334110,8.436203,C
7.164367,6.651446,6.726860,B
8.338475,8.519083,10.831825,C
6.707531,8.273762,9.341167,B
8.114685,7.871035,7.008185,C
6.262680,5.971172,9.000956,B
7.805291,6.702795,10.837412,B
6.880110,7.718525,8.632241,B
5.088093,6.201052,9.897561,B
5.892325,8.080326,8.924892,B
7.124028,9.298755,8.564893,C
6.464966,7.007303,9.733155,B
4.717151,5.300510,8.145370,A
6.378744,7.865816,8.275368,B
6.732183,7.482915,9.704885,B
5.942471,7.544753,7.365640,B
5.597752,7.916052,5.240860,A
3.719285,6.551261,6.020708,A
4.072833,5.466635,5.323960,A
5.231603,7.049797,6.731713,A
8.517306,9.712670,11.042459,C
6.385908,5.751287,7.362504,A
8.074658,9.915629,8.075873,C
6.467492,6.618940,6.071086,A
8.957751,9.590223,7.904623,C
8.955154,8.148002,7.253174,C
7.377652,8.092719,7.451595,B
6.262160,10.280922,8.402313,B
6.280213,6.927824,7.908138,B
6.285247,6.891320,6.792114,A
9.037081,7.524138,9.879971,C
6.951264,6.318506,9.655461,B
6.893081,8.131498,8.997756,B
8.343010,6.023414,10.560145,B
3.914550,6.625662,8.454741,A
7.548905,8.683681,8.457660,C
6.577542,7.637097,6.688779,B
6.321644,5.963100,7.690253,A
5.339843,6.861366,8.736392,B
6.331019,7.632886,8.539717,B
3.221518,5.589810,7.118744,A
4.930584,8.302911,8.212170,B
7.842698,8.109387,9.299391,C
5.180164,6.529402,5.698506,A
7.253338,7.209704,6.830868,B
7.325693,6.719657,7.952318,B
9.249934,9.689550,8.391223,C
7.902283,10.548134,7.144325,C
5.778771,7.130872,7.865512,B
7.118312,7.883151,10.855589,B
8.964753,8.142877,8.061385,C
7.513667,7.626582,8.190157,B
6.876879,7.411881,7.355798,B
5.580257,7.338586,6.911875,A
10.050179,8.990781,8.356989,C
8.295831,7.880854,10.772713,C
6.505904,7.824802,6.966341,B
3.743357,7.024255,5.530484,A
5.667361,7.090658,6.939987,A
8.678167,8.700833,6.682321,C
7.573477,8.576643,8.131396,C
6.708897,8.305789,7.248754,B
4.367493,6.683805,7.153830,A
7.764412,7.297056,7.964518,B
5.854429,5.195121,8.534871,A
7.614570,8.925065,7.594565,C
6.237621,7.763151,8.115228,B
5.101550,7.435513,7.487279,A
8.715843,7.439207,7.639036,C
6.027383,7.957378,8.992776,B
6.938456,6.629793,8.289644,B
5.635408,6.685349,5.355445,A
6.161317,8.865659,8.368308,B
3.197430,6.607293,8.785591,A
7.876041,8.595839,8.578304,C
4.675963,6.494420,6.975412,A
3.773285,5.070346,5.644213,A
8.578996,8.602674,9.994481,C
8.648530,9.012752,9.783381,C
8.114953,9.835841,7.261309,C
5.677732,8.202731,6.943686,B
6.405104,7.392399,8.900273,B
7.727658,7.898520,9.367219,C
5.743819,6.002532,9.973672,B
8.564197,7.884565,8.246959,C
6.798961,7.947981,9.015971,B
4.812283,7.092104,7.904196,A
5.951907,6.955702,7.694300,B
4.305033,6.565373,7.568280,A
7.939434,7.976285,9.269762,C
5.220675,7.093973,8.603042,B
6.511319,5.595348,7.986033,B
9.137794,7.909860,9.924772,C
6.321519,6.173554,7.912141,B
4.578780,7.025494,8.155277,A
8.149141,7.372121,8.236445,C
7.490858,9.651989,7.731819,C
4.996236,9.888832,6.990347,B
8.499499,8.756211,9.023360,C
8.611088,8.490173,7.672557,C
4.756559,6.293832,5.733091,A
5.097236,6.355187,7.924594,A
6.842156,8.135826,10.088061,B
5.324618,5.412889,5.903273,A
5.679968,7.170263,6.979323,A
6.359161,8.739890,8.600098,B
7.586064,6.733894,5.890412,B
5.901226,7.903921,6.884063,B
4.231593,7.412181,7.593538,A
5.042936,6.839163,8.180065,A
4.261646,6.562249,7.494035,A
5.123564,7.402225,7.476299,A
6.353888,7.816664,5.281683,A
5.475104,5.135427,9.787394,A
3.291198,6.295611,6.930621,A
5.463368,8.494114,6.508803,A
7.226790,5.658617,9.756714,B
8.823629,8.941302,8.611654,C
6.489220,7.708411,9.368830,B
9.582005,8.088275,8.982597,C
6.625228,6.095849,7.758577,B
5.026491,9.087387,6.875259,A
5.867025,6.781215,6.796176,A
5.406407,6.845982,7.842977,A
5.442278,6.586182,6.858692,A
5.880417,8.572934,7.135510,B
9.479865,8.737161,9.761113,C
8.963757,7.799548,7.930873,C
5.224019,8.496548,9.823165,B
6.087833,9.214738,7.883834,B
6.093635,6.681422,8.305211,B
9.329294,9.586251,9.608518,C
3.294401,6.458669,6.901355,A
6.268946,8.145239,7.576930,B
2.370289,4.827297,7.313616,A
6.777069,6.337129,8.629259,B
8.567500,10.134731,7.715583,C
8.401394,8.764759,8.446829,C
5.975575,8.369368,8.947650,B
9.239513,8.163274,8.544176,C
9.986220,8.194354,6.790757,C
4.250663,5.649278,6.532205,A
9.124967,7.672876,8.777044,C
6.802348,7.666378,6.124424,B
3.106770,7.509271,10.126619,A
5.127177,7.510998,7.019432,A
4.080307,7.483396,9.298129,A
3.809971,9.237521,9.980021,B
2.072579,5.897400,6.978315,A
5.037654,6.662726,6.704182,A
7.088873,7.838156,7.308075,B
7.659449,8.412828,6.272230,C
8.410662,6.027772,8.380890,B
7.590340,9.182884,7.520166,C
7.872915,7.745374,8.532606,C
10.051024,8.668335,9.761319,C
8.765797,9.051992,7.709824,C
4.921498,7.770904,7.035632,A
3.430355,6.789891,6.554697,A
10.319383,8.735186,8.762180,C
5.786212,7.939777,9.221845,B
4.204997,8.320728,8.892999,A
8.782267,7.905720,9.000493,C
4.767145,6.686133,8.633335,A
7.664003,8.380499,8.245242,C
6.482486,8.318197,6.178769,B
9.451345,9.336603,9.144666,C
6.420008,8.310108,10.174716,B
10.306653,10.734907,9.200820,C
7.420649,8.154573,8.416677,B
8.044488,8.095913,9.462857,C
6.025368,6.002367,7.154618,A
8.456884,7.764180,7.692442,C
5.820948,6.749425,7.268126,A
6.438168,6.564883,6.096204,A
6.475758,6.666603,7.305863,B
7.190764,6.870406,8.119863,B
7.663911,6.473656,7.727728,B
7.301415,8.549490,8.325381,B
5.786887,6.856345,8.568685,B
7.739962,8.429576,8.461274,C
8.973383,7.235314,7.924061,C
8.989536,7.012016,7.790269,C
4.059881,4.520008,8.430110,A
4.793175,6.404482,6.452918,A
5.075156,9.506020,7.543902,B
2.751498,7.774811,8.393933,A
7.877555,9.547796,8.447339,C
9.857556,10.342545,9.005317,C
6.095961,5.985303,7.694577,A
8.137133,8.916042,7.410236,C
5.657715,5.830880,6.761925,A
8.069619,9.028809,6.917883,C
9.140102,10.095756,7.085045,C
4.229087,7.967375,6.545687,A
3.456910,7.891401,7.704115,A
7.915342,7.748765,9.039902,C
2.729996,6.125632,7.457347,A
6.916429,8.014408,7.605697,B
4.960797,6.119347,6.436050,A
7.629403,7.934531,9.115861,B
7.168281,7.907685,6.675168,B
3.676582,5.948969,7.839972,A
7.419914,8.588709,9.263565,C
4.037900,5.393667,5.759351,A
7.929510,6.256262,7.039612,B
7.043666,8.696628,9.569329,B
7.592410,6.186349,8.190966,B
6.290092,7.400580,6.697964,B
5.433185,7.715586,7.946423,B
5.239878,6.946414,6.669821,A
5.482628,6.585245,9.337498,B
6.618531,5.992370,7.927307,B
4.153624,6.284536,9.292446,A
5.739704,8.043523,8.855779,B
9.447096,8.572482,6.417078,C
6.807556,6.782824,8.891504,B
3.516565,6.356369,7.046074,A
4.910366,6.737766,7.014507,A
6.302997,7.050206,6.581266,A
10.081451,9.369807,8.026261,C
3.536682,6.932725,9.150622,A
4.089615,6.672490,7.546187,A
6.196463,9.285926,7.941935,B
6.346248,6.044605,9.081029,B
8.531067,7.447808,9.837298,C
6.038406,8.238575,6.768844,B
8.716477,7.827256,6.135648,C
4.837947,6.100265,9.275513,A
5.974003,6.172231,7.627704,A
3.789243,8.642337,9.353860,A
6.499752,6.440308,8.582285,B
7.377863,8.762139,8.438917,C
6.939154,6.935604,8.175972,B
5.914050,8.156589,7.375405,B
10.385891,10.434702,7.063815,C
6.672065,8.219978,9.867882,B
3.686581,7.047798,5.465447,A
7.665130,7.234716,8.452612,B
8.044015,7.675895,9.273774,C
3.978673,5.517174,8.418178,A
8.367603,9.782383,8.328841,C
4.446291,7.523154,7.539149,A
6.210872,7.298320,7.431873,B
11.894723,9.395530,8.971023,C
6.663336,7.754510,8.225734,B
5.554413,7.337670,6.859173,A
6.479737,7.734868,5.320590,A
5.453628,6.486462,9.925947,B
4.632764,6.369881,7.894148,A
6.895257,7.770992,9.565230,B
7.267620,8.090399,10.603953,B
9.850150,8.389427,8.884325,C
6.450581,7.847712,10.410673,B
6.844530,8.775119,6.371828,B
6.092050,8.244398,6.537706,B
8.763317,9.885538,8.633068,C
3.154404,5.964986,9.805783,A
4.836010,6.789905,7.846872,A
4.308628,8.257352,6.663705,A
6.115852,8.298912,8.154827,B
4.807778,6.383576,7.657438,A
4.133247,7.594833,5.607862,A
7.106991,8.299445,9.416011,B
6.307105,5.487066,7.369706,A
5.353103,8.098604,11.346272,B
7.760976,9.870554,6.788495,C
5.568330,8.462936,8.518317,B
9.184022,6.992633,11.221795,C
6.927008,8.160885,6.121025,B
9.390403,8.971466,7.632594,C
6.285261,8.175706,6.472944,B
6.750558,7.607720,6.675752,B
4.652693,7.650139,8.466814,A
4.449508,5.906753,6.406350,A
7.813715,8.396725,7.593812,C
3.994079,7.558510,8.638866,A
9.619403,7.104762,10.505642,C
7.654203,8.633039,9.929279,C
7.027137,6.997599,8.842343,B
8.844345,8.360743,9.649783,C
5.225059,8.946251,8.824470,B
5.303967,8.053638,6.297599,A
6.612429,8.200094,6.797261,B
8.377981,9.812643,9.882629,C
6.295856,9.842232,6.550307,B
6.670379,8.533124,6.608470,B
8.206787,7.018374,8.598765,B
10.318754,8.785804,9.454045,C
5.208362,5.797245,7.264848,A
5.233899,6.490600,6.361440,A
8.267477,6.718676,7.493504,B
4.324481,6.177400,7.370564,A
7.599629,7.822567,5.996626,B
3.739769,5.569843,8.164829,A
4.914193,6.023883,7.250202,A
7.242163,6.288820,6.230084,B
8.032573,9.460070,10.161763,C
5.083385,6.149698,7.928542,A
5.278097,4.456288,7.532511,A
7.132264,8.163820,6.479794,B
6.444971,6.954821,7.869048,B
5.485629,5.789114,6.745762,A
3.571480,6.604720,6.374137,A
6.829133,6.555022,8.441635,B
9.034406,8.430259,9.487751,C
8.019201,9.477026,8.446850,C
4.888938,4.547945,6.046848,A
5.930210,4.664333,8.222569,A
8.833284,8.232134,8.058380,C
7.758188,8.724837,7.534669,C
8.265937,8.445901,7.724024,C
8.297523,8.649248,7.822399,C
7.324652,7.283900,8.738079,B
8.422472,9.807071,8.649487,C
7.954608,7.281171,8.810101,B
5.881974,6.869605,8.470636,B
7.934195,7.734327,8.925663,C
10.280340,8.003733,8.695410,C
5.486119,5.933586,7.158147,A
6.947078,8.514083,8.982560,B
5.802842,5.967289,7.621161,A
5.821791,7.496794,7.814988,B
6.569516,5.318045,9.196185,B
8.375281,7.329274,8.934944,C
9.031509,7.415144,8.238633,C
5.711756,9.164900,8.722188,B
6.720609,6.813629,6.070833,A
9.343500,7.883998,7.793837,C
7.271305,8.567994,8.885624,B
5.633601,4.973990,8.664305,A
5.347547,5.201558,6.710853,A
4.798755,5.948460,5.997430,A
5.334732,6.503693,7.081051,A
5.443445,7.046069,6.144283,A
6.676393,7.195955,11.008901,B
8.803872,9.078302,8.628976,C
8.010593,10.023974,9.145489,C
7.385667,7.748005,8.865175,B
6.245037,7.989319,8.331834,B
6.032703,8.019678,8.385243,B
6.891867,7.209880,6.262565,B
5.537505,9.651080,9.827752,B
8.357802,8.764277,8.522841,C
6.434517,7.572643,7.718497,B
4.718234,6.070356,8.906576,A
4.527151,7.628685,9.539934,B
5.711849,7.983771,7.943903,B
7.156760,8.435295,7.458066,B
9.506093,8.073761,5.717049,C
6.943923,6.859983,7.382265,B
5.265679,9.025279,8.247158,B
4.889492,5.009377,6.367327,A
4.780433,8.364981,5.355993,A
7.435581,7.520191,8.966321,B
2.013042,6.807763,8.207575,A
5.789929,7.474502,7.727709,B
6.284312,6.085402,6.811995,A
4.971562,7.608859,9.111426,B
6.901632,8.057358,8.218247,B
6.496719,8.070752,10.429894,B
10.005978,11.802377,8.075875,C
7.418276,7.405472,6.593763,B
8.436708,6.791340,9.461189,C
7.783783,8.629316,8.668188,C
6.584979,8.622030,8.699762,B
4.898143,6.956730,6.519642,A
5.136263,6.574742,10.684126,B
6.727873,7.936888,8.500630,B
7.587214,6.556826,10.583657,B
6.158654,6.379352,6.440541,A
5.768126,6.616606,7.623941,A
7.088436,8.180910,8.300102,B
4.928238,7.647437,6.462057,A
4.295740,8.131908,8.353120,A
6.931292,5.691337,7.204873,B
6.066321,6.341180,6.320111,A
6.742100,7.773087,8.054417,B
3.651307,6.816314,7.149388,A
5.561213,6.417030,5.931367,A
7.538689,6.595312,8.588739,B
9.589335,6.583819,9.860474,C
8.279688,6.614142,7.980803,B
5.743848,5.685512,8.067346,A
9.928849,8.105759,8.529665,C
9.085979,7.110174,7.823598,C
7.988954,8.989968,6.789645,C
5.182528,6.716043,6.499764,A
6.069244,7.537497,8.368294,B
7.419377,10.434382,9.045411,C
6.277717,6.306260,9.796079,B
5.700587,8.213876,6.556046,A
6.623956,8.383279,10.486610,B
5.494809,6.144610,6.623693,A
6.185774,6.962762,7.522011,B
4.695470,7.151962,9.287276,A
6.603748,7.429124,10.243884,B
7.072114,8.454680,9.558439,B
6.474436,7.115951,6.836745,B
6.138121,7.511587,7.173433,B
5.761329,6.274285,8.334918,A
